source,search_keyword,title,company,location,date_posted,url,first_seen
hellowork,Contrôleur de gestion retail,Contrôleur de Gestion Business H/F,Showroomprivé,Saint-Denis - 93,2026-09-01,https://www.hellowork.com/fr-fr/emplois/82848276.html,2026-08-31
indeed,Prévision des ventes,Head of Assets (H/F),Veles Energies,"Paris, A8, FR",2026-09-01,https://fr.indeed.com/viewjob?jk=49bc7217cb2730d6,2026-09-01
hellowork,Data Analyst Retail,Consultant Senior - Data Analyst - Luxe & Retail H/F,Square Management,Neuilly-sur-Seine - 92,2026-09-01,https://www.hellowork.com/fr-fr/emplois/80876306.html,2026-09-01
hellowork,Prévision des ventes,Key Account Manager Dispositif Médical - Ile de France - CDI H/F,Aster Développement,Nanterre - 92,2026-09-01,https://www.hellowork.com/fr-fr/emplois/82886357.html,2026-09-01
hellowork,Prévision des ventes,Key Account Manager GSA GSS Pureplayers H/F,Michael Page,Saint-Denis - 93,2026-09-01,https://www.hellowork.com/fr-fr/emplois/82885435.html,2026-09-01
hellowork,Prévision des ventes,Ic Modernisation Idf H/F,HC Resources,Vélizy-Villacoublay - 78,2026-09-01,https://www.hellowork.com/fr-fr/emplois/82884962.html,2026-09-01
hellowork,Prévision des ventes,Directeur de Business Unit Data & IA Paris H/F,Skaelia,Paris 1er - 75,2026-09-01,https://www.hellowork.com/fr-fr/emplois/82884559.html,2026-09-01
hellowork,Prévision des ventes,Responsable Practice Data - IA Paris H/F,Skaelia,Paris 1er - 75,2026-09-01,https://www.hellowork.com/fr-fr/emplois/82884554.html,2026-09-01
hellowork,Prévision des ventes,Responsable d'Agence IA & Data - Paris H/F,Skaelia,Paris 1er - 75,2026-09-01,https://www.hellowork.com/fr-fr/emplois/82881073.html,2026-09-01
hellowork,Prévision des ventes,Chef de Produit - Apprentissage H/F,Viatris,Paris - 75,2026-09-01,https://www.hellowork.com/fr-fr/emplois/79632347.html,2026-09-01
hellowork,Prévision des ventes,Coordinateur - Planificateur Industriel H/F,Randstad professional,Saint-Ouen-sur-Seine - 93,2026-09-01,https://www.hellowork.com/fr-fr/emplois/81952125.html,2026-09-01
hellowork,Prévision des ventes,Technico-Commercial Confirmé - Équipements de Laboratoire H/F,Talents Commerciaux,Collégien - 77,2026-09-01,https://www.hellowork.com/fr-fr/emplois/78621778.html,2026-09-01
hellowork,Prévision des ventes,Key Account Executive - Segment Law H/F,Doctrine,Paris - 75,2026-09-01,https://www.hellowork.com/fr-fr/emplois/80878098.html,2026-09-01
hellowork,Prévision des ventes,Compte Clé Gd H/F,,Île-de-France,2026-09-01,https://www.hellowork.com/fr-fr/emplois/80879451.html,2026-09-01
hellowork,Prévision des ventes,Directeur de Magasin H/F,Tang Frères,Herblay-sur-Seine - 95,2026-09-01,https://www.hellowork.com/fr-fr/emplois/79653928.html,2026-09-01
hellowork,Prévision des ventes,Ingenieur Commercial Modernisation Grands Comptes H/F,HC Resources,Vélizy-Villacoublay - 78,2026-09-01,https://www.hellowork.com/fr-fr/emplois/81962773.html,2026-09-01
hellowork,Prévision des ventes,Export Sales Manager H/F,Thales,Gennevilliers - 92,2026-09-01,https://www.hellowork.com/fr-fr/emplois/81953431.html,2026-09-01
hellowork,Prévision des ventes,Directeur de Magasin Adjoint H/F,Tang Frères,Herblay-sur-Seine - 95,2026-09-01,https://www.hellowork.com/fr-fr/emplois/79654106.html,2026-09-01
hellowork,Prévision des ventes,Responsable Adjoint - Boulangerie H/F,Midoré,Paris - 75,2026-09-01,https://www.hellowork.com/fr-fr/emplois/82858798.html,2026-09-01
hellowork,Prévision des ventes,CDD Master Planner S&S H/F,Tereos,Moussy-le-Vieux - 77,2026-09-01,https://www.hellowork.com/fr-fr/emplois/82852572.html,2026-09-01
hellowork,Contrôleur de gestion retail,Senior Business Partner - Contrôle de Gestion Hôtels H/F,Adagio Aparthotel,Paris - 75,2026-09-01,https://www.hellowork.com/fr-fr/emplois/79663073.html,2026-09-01
indeed,Prévision des ventes,MANAGER H/F,Popeyes,"Rosny-sous-Bois, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=e3b66af5cfe6e065,2026-08-31
indeed,Prévision des ventes,MANAGER H/F,Popeyes,"Les Ulis, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=a97020a86bb0bd78,2026-08-31
indeed,Prévision des ventes,NOËL Conseiller de vente H/F - Claye Souilly,Pandora Jewelry,"Claye-Souilly, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=78f00dabe6219b71,2026-08-31
indeed,Prévision des ventes,NOËL Conseiller de Vente H/F - Rosny,Pandora Jewelry,"Rosny-sous-Bois, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=d8efb7b746e3bdcd,2026-08-31
indeed,Prévision des ventes,NOËL Conseiller de Vente H/F - Les Ulis,Pandora Jewelry,"Les Ulis, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=704bb863e8e17048,2026-08-31
indeed,Prévision des ventes,NOËL Conseiller de Vente H/F - Noisy,Pandora Jewelry,"Noisy-le-Grand, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=bd0c62a9a3ed90d8,2026-08-31
indeed,Prévision des ventes,NOËL Conseiller de Vente H/F - Parly 2,Pandora Jewelry,"Le Chesnay, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=fdfd3e3e93cbe90c,2026-08-31
indeed,Prévision des ventes,NOËL Conseiller de Vente H/F - Belle Epine,Pandora Jewelry,"Thiais, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=08b9ecbedf5d005e,2026-08-31
indeed,Prévision des ventes,NOËL Conseiller de Vente H/F - Aeroville,Pandora Jewelry,"Roissy-en-France, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=1901118abeb84f25,2026-08-31
indeed,Prévision des ventes,NOËL Conseiller de Vente H/F - Vélizy,Pandora Jewelry,"Vélizy-Villacoublay, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=67d97cb5dc236198,2026-08-31
indeed,Prévision des ventes,NOËL Conseiller de Vente H/F - Plaisir,Pandora Jewelry,"Plaisir, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=7817fc334137e1e0,2026-08-31
indeed,Prévision des ventes,NOËL Conseiller de Vente H/F - Val d'Europe,Pandora Jewelry,"Serris, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=a9cbd86a54f812d9,2026-08-31
indeed,Contrôleur de gestion retail,Contrôleur de Gestion Business - H/F/X,Showroomprive.com,"Saint-Denis, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=9846a297f259f4ca,2026-08-31
hellowork,Prévision des ventes,Coordinateur Service Client - Vivier H/F,Mondelez International,Clamart - 92,2026-08-31,https://www.hellowork.com/fr-fr/emplois/75052692.html,2026-08-31
hellowork,Prévision des ventes,Chef de Produit Confirmé CDD H/F,Hana Group,Levallois-Perret - 92,2026-08-31,https://www.hellowork.com/fr-fr/emplois/80811430.html,2026-08-31
hellowork,Prévision des ventes,Supply & Inventory Manager F - M H/F,Cheerz,Paris - 75,2026-08-31,https://www.hellowork.com/fr-fr/emplois/81906492.html,2026-08-31
hellowork,Prévision des ventes,Responsable Comptes Clés H/F,Taste,Paris - 75,2026-08-31,https://www.hellowork.com/fr-fr/emplois/81907889.html,2026-08-31
hellowork,Prévision des ventes,Chargé de Sous-Traitance H/F,Laboratoire SVR,Le Plessis-Pâté - 91,2026-08-31,https://www.hellowork.com/fr-fr/emplois/81927777.html,2026-08-31
hellowork,Prévision des ventes,Responsable de Boutique en Boulangerie Pâtisserie H/F,Maison Kayser,Paris - 75,2026-08-31,https://www.hellowork.com/fr-fr/emplois/70861094.html,2026-08-31
hellowork,Prévision des ventes,Directeur - Directrice Commercial - Membre du Codir H/F,RMAN Sync,Bretteville-sur-Odon - Paris,2026-08-31,https://www.hellowork.com/fr-fr/emplois/81927792.html,2026-08-31
hellowork,Prévision des ventes,Acheteur Production Luxe H/F,LHH Recruitment Solutions,Paris 2e - 75,2026-08-31,https://www.hellowork.com/fr-fr/emplois/81922281.html,2026-08-31
hellowork,Prévision des ventes,Responsable de Boutique en Boulangerie Pâtisserie H/F,Maison Kayser,Paris - 75,2026-08-31,https://www.hellowork.com/fr-fr/emplois/70849787.html,2026-08-31
hellowork,Demand Planner,Alternance - Assistant Supply Chain H/F,Hermes Sellier,Pantin - 93,2026-08-31,https://www.hellowork.com/fr-fr/emplois/81910560.html,2026-08-31
linkedin,Data Analyst Retail,Data analyst H/F,Kicklox,"Paris, Île-de-France, France",2026-08-31,https://www.linkedin.com/jobs/view/4461038753,2026-08-31
linkedin,Prévision des ventes,Administrateur des ventes/Administratrice des ventes,Bonfiglioli,"Marly-la-Ville, Île-de-France, France",2026-08-31,https://www.linkedin.com/jobs/view/4461074295,2026-08-31
linkedin,Prévision des ventes,Senior Sales Operations Manager,Brevo,"Paris, Île-de-France, France",2026-08-31,https://www.linkedin.com/jobs/view/4458828325,2026-08-31
linkedin,Demand Planner,[CDD] Master Planner S&S F/H,Tereos,"Moussy-le-Vieux, Île-de-France, France",2026-08-31,https://www.linkedin.com/jobs/view/4459782303,2026-08-31
linkedin,Contrôleur de gestion retail,Contrôleur de Gestion Business - H/F/X,showroomprive.com,"St.-Denis, Île-de-France, France",2026-08-31,https://www.linkedin.com/jobs/view/4458898415,2026-08-31
linkedin,Contrôleur de gestion retail,Responsable CDG exploitation / performance,Jacadi,"Levallois-Perret, Île-de-France, France",2026-08-31,https://www.linkedin.com/jobs/view/4458899130,2026-08-31
linkedin,Contrôleur de gestion retail,Responsable du contrôle de gestion,MEO,"Roissy-en-France, Île-de-France, France",2026-08-31,https://www.linkedin.com/jobs/view/4461065340,2026-08-31
linkedin,Data Analyst Retail,Mécénat de compétences : Data Analyst pour les Restos du coeur - Paris (75),Tous Bénévoles,"Paris, Île-de-France, France",2026-08-31,https://www.linkedin.com/jobs/view/4459774302,2026-09-01
linkedin,Data Analyst Retail,Luxury Business Analyst Internship,Luxurynsight,"Paris, Île-de-France, France",2026-08-31,https://www.linkedin.com/jobs/view/4459787084,2026-09-01
linkedin,Prévision des ventes,BUSINESS DEVELOPER EUROPE (H/F),FLYING WHALES,"Suresnes, Île-de-France, France",2026-08-31,https://www.linkedin.com/jobs/view/4448863797,2026-09-01
linkedin,Prévision des ventes,Sales Ops,URBAN LINKER,"Paris, Île-de-France, France",2026-08-31,https://www.linkedin.com/jobs/view/4459770833,2026-09-01
linkedin,Prévision des ventes,SHOWROOM & SALES MANAGER | PARIS (H/F),UNOPIU',"Paris, Île-de-France, France",2026-08-31,https://www.linkedin.com/jobs/view/4461066004,2026-09-01
linkedin,Demand Planner,Logistics & Supply Manager M/F,Chaberton Professionals,"Yvelines, Île-de-France, France",2026-08-31,https://www.linkedin.com/jobs/view/4458896482,2026-09-01
indeed,Data Analyst Retail,2027 - Investment Banking Off Cycle Internship – Paris (July start),Nomura,"Paris, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=7d765360b80ded62,2026-09-01
indeed,Data Analyst Retail,POS Analyst IT - CDI - H/F,Lagardère Travel Retail Siège Corporate,"Levallois-Perret, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=d12043f8f29841c9,2026-09-01
indeed,Data Analyst Retail,Stage - Private Equity Infrastructure F/H,BNP Paribas,"Puteaux, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=a90375895e27ef8b,2026-09-01
indeed,Prévision des ventes,"Directeur des Clients Nationaux, CDI, H/F",PepsiCo,"Colombes, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=b65c39f79deb6f5c,2026-09-01
indeed,Prévision des ventes,analyst-Revenue Management,Marriott International,"Roissy-en-France, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=cfe6367bf7c7bbda,2026-09-01
indeed,Prévision des ventes,Responsable Développement Commercial en Restauration d'Entreprise,Compass Group,"Malakoff, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=c72f5f064238b357,2026-09-01
indeed,Prévision des ventes,Responsable commercial France Construction & EFI Global H/F,Sedgwick,"Nanterre, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=7082a5577f2e290f,2026-09-01
indeed,Prévision des ventes,Stage - Pricing Business Finance Controller - F/H,Schneider Electric,"Rueil-Malmaison, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=d5ba688963ab81bb,2026-09-01
indeed,Prévision des ventes,Commercial H/F,MOCO,"Rungis, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=cdb741418e988c59,2026-09-01
indeed,Prévision des ventes,Chief Financial Officer (H/F),Tessan,"Paris, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=ece3e9fba8658633,2026-09-01
indeed,Prévision des ventes,Représentant(e) Commercial(e) Légumes Industrie (H/F),LIMAGRAIN,"Paris, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=bbd3e746a88efe50,2026-09-01
indeed,Prévision des ventes,CDI - Responsable de Zone (H/F),Hermès,"Pantin, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=c540df38f2815fb5,2026-09-01
indeed,Prévision des ventes,CDI - Directeur/trice Enseigne Retail - H/F,Danone,"Rueil-Malmaison, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=4b2fbe77b7c77c79,2026-09-01
indeed,Prévision des ventes,[CDD] Master Planner S&S F/H,Tereos,"Moussy-le-Vieux, A8, FR",2026-08-31,https://fr.indeed.com/viewjob?jk=5516e09464f9ba8c,2026-09-01
hellowork,Demand Planner,Head Of Demand Gen H/F,Edflex,Paris - 75,2026-08-30,https://www.hellowork.com/fr-fr/emplois/81831416.html,2026-08-30
hellowork,Demand Planner,Confirmed Product Analyst - Demand H/F,BlaBlaCar,Paris - 75,2026-08-30,https://www.hellowork.com/fr-fr/emplois/81896930.html,2026-08-30
hellowork,Prévision des ventes,Responsable Supply Chain H/F,Adecco,Neuilly-sur-Seine - 92,2026-08-30,https://www.hellowork.com/fr-fr/emplois/81885801.html,2026-08-30
hellowork,Prévision des ventes,Chef de Projets Supply - Pôle Fraîcheur H/F,Lidl,Châtenay-Malabry - 92,2026-08-30,https://www.hellowork.com/fr-fr/emplois/81896413.html,2026-08-30
hellowork,Prévision des ventes,Alternance Gestionnaire Produits - Paris H/F,ISCOD,Paris 8e - 75,2026-08-30,https://www.hellowork.com/fr-fr/emplois/81882312.html,2026-08-30
linkedin,Demand Planner,Category Lead- World Food,JD.COM,"Paris, Île-de-France, France",2026-08-30,https://www.linkedin.com/jobs/view/4414679703,2026-08-30
linkedin,Demand Planner,Supply Chain Planning & S&OP Manager - France,JD.COM,"Paris, Île-de-France, France",2026-08-30,https://www.linkedin.com/jobs/view/4433869470,2026-08-30
linkedin,Data Analyst Retail,Growth Strategy Data Analyst - Intern (M/F/N),HelloFresh,"Paris, Île-de-France, France",2026-08-30,https://www.linkedin.com/jobs/view/4384325686,2026-08-31
linkedin,Prévision des ventes,Coordinateur Ventes - Fine Fragrance (h/f/d),Givaudan,"Paris, Île-de-France, France",2026-08-30,https://www.linkedin.com/jobs/view/4424768026,2026-08-31
linkedin,Prévision des ventes,Ingénieur Commercial Itinérant Junior F/H,KEYENCE CORPORATION,"Massy, Île-de-France, France",2026-08-30,https://www.linkedin.com/jobs/view/4336688693,2026-08-31
linkedin,Prévision des ventes,Conseiller Commercial en Protection Sociale Expérimenté H/F - Chartres (28),Allianz France,"Chartres, Centre-Val de Loire, France",2026-08-30,https://www.linkedin.com/jobs/view/4405364282,2026-08-31
linkedin,Prévision des ventes,Category Manager - CDD 11 MOIS (H/F),Red Bull,"Paris, Île-de-France, France",2026-08-30,https://www.linkedin.com/jobs/view/4433398534,2026-08-31
linkedin,Prévision des ventes,Avant-vente - Business Dev S4HANA System Integration,EY,"Paris, Île-de-France, France",2026-08-30,https://www.linkedin.com/jobs/view/4401675386,2026-08-31
linkedin,Demand Planner,CDI - Responsable Planification (H/F),Hermès,"Pantin, Île-de-France, France",2026-08-30,https://www.linkedin.com/jobs/view/4433255264,2026-08-31
linkedin,Contrôleur de gestion retail,Contrôleur de gestion Groupe – OPEX (F/H),Dassault Systèmes,"Vélizy-Villacoublay, Île-de-France, France",2026-08-30,https://www.linkedin.com/jobs/view/4423597526,2026-08-31
linkedin,Data Analyst Retail,Consultant junior Data Analyst – Spécialiste data quality et data Gouvernance (F/H),Deloitte,"La Défense, Île-de-France, France",2026-08-30,https://www.linkedin.com/jobs/view/4103280338,2026-09-01
linkedin,Data Analyst Retail,Working Student - Business Analyst  (H/F),Picnic Technologies,"Paris, Île-de-France, France",2026-08-30,https://www.linkedin.com/jobs/view/4339181340,2026-09-01
linkedin,Prévision des ventes,Compte Clé Senior (Talent Pool) - Bel France (H/F),Bel,"Suresnes, Île-de-France, France",2026-08-30,https://www.linkedin.com/jobs/view/4402412957,2026-09-01
linkedin,Demand Planner,Responsable Supply Chain Atelier de production F/H,Thales,"Élancourt, Île-de-France, France",2026-08-30,https://www.linkedin.com/jobs/view/4423586517,2026-09-01
linkedin,Contrôleur de gestion retail,Responsable Administratif et Financier,Gensler,"Paris, Île-de-France, France",2026-08-30,https://www.linkedin.com/jobs/view/4442190736,2026-09-01
linkedin,Contrôleur de gestion retail,UGG Assistant Store Manager,UGG,"Serris, Île-de-France, France",2026-08-30,https://www.linkedin.com/jobs/view/4411190797,2026-09-01
indeed,Prévision des ventes,Business Analyst - Contrôle de gestion Wholesale F/H,Christian Dior,"Paris, A8, FR",2026-08-30,https://fr.indeed.com/viewjob?jk=d735b3cf1a1d3a1b,2026-09-01
hellowork,Prévision des ventes,Responsable Support Flux Matières H/F,Novae,Guyancourt - 78,2026-08-29,https://www.hellowork.com/fr-fr/emplois/82793433.html,2026-08-28
hellowork,Prévision des ventes,Responsable Supply Chain - Sanofi - R2866788 H/F,Supplay,Gentilly - 94,2026-08-29,https://www.hellowork.com/fr-fr/emplois/82791733.html,2026-08-28
indeed,Prévision des ventes,Empty Template,Action,"Paris, A8, FR",2026-08-29,https://fr.indeed.com/viewjob?jk=9ef42704f44ee21e,2026-08-29
hellowork,Demand Planner,Référent Prévisionniste des Ventes H/F,Fed Supply,Levallois-Perret - 92,2026-08-29,https://www.hellowork.com/fr-fr/emplois/81837169.html,2026-08-29
hellowork,Prévision des ventes,Responsable Grands Comptes - Kam Prestataires & Revendeurs Fontenay Sous Bois Fr H/F,Coloplast,Fontenay-sous-Bois - 94,2026-08-29,https://www.hellowork.com/fr-fr/emplois/82820697.html,2026-08-29
hellowork,Prévision des ventes,Business Développer H/F,MY SEA,Paris - Boulogne-Billancourt,2026-08-29,https://www.hellowork.com/fr-fr/emplois/81824072.html,2026-08-29
hellowork,Prévision des ventes,Alternance Product - Merch Planner - Saint-Ouen-Sur-Seine H/F,ISCOD,Saint-Ouen-sur-Seine - 93,2026-08-29,https://www.hellowork.com/fr-fr/emplois/81840987.html,2026-08-29
hellowork,Prévision des ventes,Business Developer Manager France - Solutions Spectrophotométrie & Colorimétrie H/F,Konica Minolta,Carrières-sur-Seine - 78,2026-08-29,https://www.hellowork.com/fr-fr/emplois/81836638.html,2026-08-29
hellowork,Prévision des ventes,Responsable Grands Comptes H/F,LHH Recruitment Solutions,Courbevoie - 92,2026-08-29,https://www.hellowork.com/fr-fr/emplois/81838526.html,2026-08-29
hellowork,Prévision des ventes,Key Account Manager H/F,MY SEA,Boulogne-Billancourt - 92,2026-08-29,https://www.hellowork.com/fr-fr/emplois/81824084.html,2026-08-29
hellowork,Prévision des ventes,Vendeur - Acheteur en Fruits Exotiques H/F,,Rungis - 94,2026-08-29,https://www.hellowork.com/fr-fr/emplois/81845020.html,2026-08-29
hellowork,Prévision des ventes,Commercial Agroalimentaire H/F,OMER-DECUGIS & CIE,Rungis - 94,2026-08-29,https://www.hellowork.com/fr-fr/emplois/81845034.html,2026-08-29
hellowork,Prévision des ventes,Business Developer Senior Design & Build - CDI H/F,Deskeo,Paris 9e - 75,2026-08-29,https://www.hellowork.com/fr-fr/emplois/82815077.html,2026-08-29
hellowork,Demand Planner,Strategic Supply Chain Manager - Perishables eu Ism Perishables Grocery H/F,Amazon,Clichy - 92,2026-08-29,https://www.hellowork.com/fr-fr/emplois/80769556.html,2026-08-29
hellowork,Contrôleur de gestion retail,Contrôleur de Gestion Senior Alimentaire H/F,Keyman,Paris - 75,2026-08-29,https://www.hellowork.com/fr-fr/emplois/71664462.html,2026-08-29
linkedin,Demand Planner,Planificateur phase commerciale (H/F),Equans France,"Guyancourt, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4456845340,2026-08-26
linkedin,Prévision des ventes,CDD Coordinateur Ventes - Haute Parfumerie (f/h/d),Givaudan,"Paris, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4460569987,2026-08-29
linkedin,Demand Planner,Retail Planner H/F,Lacoste,"Paris, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4433316364,2026-08-29
linkedin,Demand Planner,Consultant - Supply Chain Management,McKinsey & Company,"Paris, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4290995434,2026-08-30
linkedin,Contrôleur de gestion retail,Business Controller,GO! FISH Italia,"Montrouge, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4458469311,2026-08-30
hellowork,Prévision des ventes,Chefs de Produit Onco H/F,Inventing for Life,Paris - 75,2026-08-29,https://www.hellowork.com/fr-fr/emplois/82813298.html,2026-08-30
linkedin,Demand Planner,Data Analyst Supply Chain confirmé(e) F/H - Rueil Malmaison,The HEINEKEN Company,"Rueil, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4450341309,2026-08-29
linkedin,Data Analyst Retail,Senior Market Data Analyst,Believe,"Paris, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4450338831,2026-08-29
linkedin,Data Analyst Retail,Product Data Analyst - Puzzle Games,Voodoo,"Paris, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4236130286,2026-08-30
linkedin,Data Analyst Retail,Product Data Analyst - Midcore Games,Voodoo,"Paris, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4404894831,2026-08-30
linkedin,Data Analyst Retail,ALTERNANCE 12 mois - Ingénieur Excellence Opérationnelle H/F - Septembre 2026,Coca-Cola Europacific Partners,"Grigny, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4448772856,2026-08-30
linkedin,Contrôleur de gestion retail,Contrôleur de gestion magasin (F/H),Castorama,"Chennevières, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4450340507,2026-08-30
linkedin,Demand Planner,S&OP MANAGER,Puratos,"Bondoufle, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4410388377,2026-08-30
linkedin,Contrôleur de gestion retail,Responsable du Contrôle de Gestion Industriel (F/H),Louis Vuitton,"Paris, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4450726935,2026-08-30
linkedin,Contrôleur de gestion retail,Contrôleur de gestion F/H,Séché Environnement,"Étampes, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4460852395,2026-08-30
linkedin,Data Analyst Retail,Business Analyst Data (H/F),Sibylone,"Paris, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4245348303,2026-08-31
linkedin,Data Analyst Retail,Core HR Data Analyst - F/H,Thales,"Vélizy-Villacoublay, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4441958884,2026-08-31
linkedin,Data Analyst Retail,Chargé(e) de Données Produits/Referential Data Steward (H/F/NB),Ubisoft,"Saint-Mandé, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4430236575,2026-08-31
linkedin,Data Analyst Retail,Alternance - Business Data Analyst (H/F),Alliance Healthcare,"Gennevilliers, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4435649674,2026-08-31
linkedin,Prévision des ventes,"Sales Engineer, CBS",GRUNDFOS,"Torcy, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4450728686,2026-08-31
linkedin,Prévision des ventes,Architecte Avant-Vente / Architecte Solution Microsoft D365 Data & Modern Workplace,Prodware,"Paris, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4424729824,2026-08-31
linkedin,Prévision des ventes,Commercial terrain BtoB - Variable déplafonné - en CDI (H/F),SCT,"Beauvais, Hauts-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4459455958,2026-08-31
linkedin,Prévision des ventes,Conseiller clientèle (F/H) - Paris,FRED Jewelry,"Paris, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4451034759,2026-08-31
linkedin,Prévision des ventes,Responsable Commerce,BRICO DÉPÔT,"Garges-lès-Gonesse, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4433334170,2026-08-31
linkedin,Demand Planner,Stage Assistant Category Manager/Acheteur Frais F/H,Monoprix,"Clichy, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4382407762,2026-08-31
linkedin,Demand Planner,Category Manager (Supply Chain & Industrial Purchasing),L-Acoustics,"Massy, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4441492980,2026-08-31
linkedin,Contrôleur de gestion retail,Contrôleur financier f/h,Siemens,"Châtillon, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4404257435,2026-08-31
linkedin,Contrôleur de gestion retail,Contrôleur de gestion opérationnel (F/H/NB),Chateauform,"La Garenne-Colombes, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4459457122,2026-08-31
linkedin,Contrôleur de gestion retail,Controleur de Gestion - Siège - Permanent,Coca-Cola Europacific Partners,"Issy-les-Moulineaux, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4432385275,2026-08-15
linkedin,Prévision des ventes,Responsable de secteur IDF Ouest H/F,Versuni,"Paris, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4442132683,2026-08-30
linkedin,Data Analyst Retail,Data scientist,Bending Spoons,"Paris, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4459489322,2026-09-01
linkedin,Data Analyst Retail,Graduate data scientist,Bending Spoons,"Paris, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4459701268,2026-09-01
linkedin,Data Analyst Retail,Senior Data Analyst CRM — Expert UNICA H/F,LCL,"Villejuif, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4442153217,2026-09-01
linkedin,Data Analyst Retail,"STAGE - Assistant Coordinateur Retail, performance et Data - JANVIER 2027",Maison Francis Kurkdjian,"Paris, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4460813422,2026-09-01
linkedin,Prévision des ventes,Compté Clé GMS H/F - Siège - CDI,Coca-Cola Europacific Partners,"Issy-les-Moulineaux, Île-de-France, France",2026-08-29,https://www.linkedin.com/jobs/view/4432569429,2026-09-01
indeed,Prévision des ventes,Chef de Produit F/H,Groupe Talents Handicap,"Créteil, A8, FR",2026-08-29,https://fr.indeed.com/viewjob?jk=f66a05bc0bfba75c,2026-09-01
indeed,Prévision des ventes,Responsable Support Flux Matières,NOVAE,"Guyancourt, A8, FR",2026-08-28,https://fr.indeed.com/viewjob?jk=681a041ec60619b4,2026-08-28
indeed,Contrôleur de gestion retail,Contrôleur de gestion opérationnel - h/f,Globe Groupe,"Neuilly-sur-Seine, A8, FR",2026-08-28,https://fr.indeed.com/viewjob?jk=91eb6c3ca8bd2b50,2026-08-28
indeed,Contrôleur de gestion retail,Contrôleur de gestion - CA & BI Support (H/F),AUBADE,"Paris, A8, FR",2026-08-28,https://fr.indeed.com/viewjob?jk=49e917e22ca861f1,2026-08-28
